Halaman,Judul,Tautan,Penulis,Tahun,Sitasi,Institusi
5039,Students’ Perception Toward Teacher’s Classroom Language and Students’ Motivation at SMPN 1 Ranah Pesisir,https://scholar.google.com/scholar?q=+intitle:'Students’ Perception Toward Teacher’s Classroom Language and Students’ Motivation at SMPN 1 Ranah Pesisir',"E Aprilia, A Addinna
Journal of English Language Teaching 13 (4), 1330-1336, 2024",2024,0,"Journal of English Language Teaching 13 (4), 1330-1336, 2024"
5039,Perilaku ekonomi rumah tangga petani tembakau dalam mengelola keuangan di Desa Glagah Kecamatan Pakuniran Kabupaten Probolinggo,https://scholar.google.com/scholar?q=+intitle:'Perilaku ekonomi rumah tangga petani tembakau dalam mengelola keuangan di Desa Glagah Kecamatan Pakuniran Kabupaten Probolinggo',"LS Nuriyah
Universitas Negeri Malang",2020,0,Universitas Negeri Malang
5039,Literature Review: The Implementation of Internal Controls in Fraud Prevention For The Banking Sector,https://scholar.google.com/scholar?q=+intitle:'Literature Review: The Implementation of Internal Controls in Fraud Prevention For The Banking Sector',"VDC Putra, H Djajadikerta, A Setiawan
Economic Reviews Journal 3 (3), 2151–2158-2151–2158, 2024",2024,0,"Economic Reviews Journal 3 (3), 2151–2158-2151–2158, 2024"
5039,Pengaruh Kualitas Pembiayaan Dan Kualitas Sumber Daya Manusia Terhadap Efektivitas Pendapatan Pada PT. Bank Muamalat Indonesia Tbk Cabang Palu,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Kualitas Pembiayaan Dan Kualitas Sumber Daya Manusia Terhadap Efektivitas Pendapatan Pada PT. Bank Muamalat Indonesia Tbk Cabang Palu',"J Jurana
Jurnal Ilmiah Akuntansi Dan Humanika 3 (2), 2014",2014,3,"Jurnal Ilmiah Akuntansi Dan Humanika 3 (2), 2014"
5039,Versatile silicon microwave photonic spectral shaper,https://scholar.google.com/scholar?q=+intitle:'Versatile silicon microwave photonic spectral shaper',"X Guo, Y Liu, T Yin, B Morrison, M Pagani, O Daulay, W Bogaerts, ...
APL Photonics 6 (036106), 2021",2021,19,"APL Photonics 6 (036106), 2021"
5039,Pengaruh Teknik Marmet Terhadap Produksi ASI Pada Ibu Post Partum di TPMB R Cibitung Tahun 2023,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Teknik Marmet Terhadap Produksi ASI Pada Ibu Post Partum di TPMB R Cibitung Tahun 2023',"DR Amin, IK Ligiawati
Universitas Medika Suherman, 2024",2024,0,"Universitas Medika Suherman, 2024"
5039,PENGARUH SHIFT KERJA TERHADAP POLA TIDUR DAN GLUKOSA DARAH PADA PERAWAT DI INSTALASI RAWAT INAP RSUD PASAR REBO KOTA JAKARTA TIMUR THE INFLUENCE OF WORK SHIFT ON SLEEP PATTERNS …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH SHIFT KERJA TERHADAP POLA TIDUR DAN GLUKOSA DARAH PADA PERAWAT DI INSTALASI RAWAT INAP RSUD PASAR REBO KOTA JAKARTA TIMUR THE INFLUENCE OF WORK SHIFT ON SLEEP PATTERNS …',"A Purwoto, BM Suhita",2022,0,
5039,Indeks Kompetensi Pengelolaan Informasi Pejabat Pengelola Informasi Dan Dokumentasi Kementerian Pertanian,https://scholar.google.com/scholar?q=+intitle:'Indeks Kompetensi Pengelolaan Informasi Pejabat Pengelola Informasi Dan Dokumentasi Kementerian Pertanian',"CI Ningtyas, A Rusmana, JR Suminar
Jurnal Perpustakaan Pertanian 28 (2), 67-72",2020,0,"Jurnal Perpustakaan Pertanian 28 (2), 67-72"
5040,Upaya Meningkatkan Kemampuan Guru terhadap Pengelolaan Kelas melalui Penerapan Coaching di SD Negeri 69 Banda Aceh,https://scholar.google.com/scholar?q=+intitle:'Upaya Meningkatkan Kemampuan Guru terhadap Pengelolaan Kelas melalui Penerapan Coaching di SD Negeri 69 Banda Aceh',"R Ratnawati
Jurnal Serambi Akademica 7 (2), 112-119, 2019",2019,0,"Jurnal Serambi Akademica 7 (2), 112-119, 2019"
5040,DRAWING STYLES VISUAL ANALYSIS OF INDONESIAN ACTION COMICS,https://scholar.google.com/scholar?q=+intitle:'DRAWING STYLES VISUAL ANALYSIS OF INDONESIAN ACTION COMICS',"AS Arianti
ARTic 2 (1), 93-101, 2019",2019,1,"ARTic 2 (1), 93-101, 2019"
5040,the surveillance of emerging arboviruses in Latin America,https://scholar.google.com/scholar?q=+intitle:'the surveillance of emerging arboviruses in Latin America',"C Culquichicón, JA Cardona-Ospina, AM Patiño-Barbosa, ...",2017,0,
5040,Pelatihan dan Sosialisasi “Sampah Adalah Berkah”,https://scholar.google.com/scholar?q=+intitle:'Pelatihan dan Sosialisasi “Sampah Adalah Berkah”',"YS Dewi
JURNAL SINERGI 3 (2), 9-24, 2021",2021,3,"JURNAL SINERGI 3 (2), 9-24, 2021"
5040,Pengaruh Promosi Sosial Media (Digital Marketing) Terhadap Minat Beli Chatime Wilayah Badung-Bali,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Promosi Sosial Media (Digital Marketing) Terhadap Minat Beli Chatime Wilayah Badung-Bali',"CI Sasmita, IB Kurniawan
Seminar Ilmiah Nasional Teknologi, Sains, dan Sosial Humaniora (SINTESA) 3, 2020",2020,19,"Seminar Ilmiah Nasional Teknologi, Sains, dan Sosial Humaniora (SINTESA) 3, 2020"
5040,SOSIALISASI DAN ADAPTASI MASYARAKAT MAYORITAS BUDHA DI DUSUN LENEK DESA BENTEK KECAMATAN GANGGA KABUPATEN LOMBOK UTARA,https://scholar.google.com/scholar?q=+intitle:'SOSIALISASI DAN ADAPTASI MASYARAKAT MAYORITAS BUDHA DI DUSUN LENEK DESA BENTEK KECAMATAN GANGGA KABUPATEN LOMBOK UTARA',"S Safruddin
Jurnal Ilmiah Mandala Education 2 (2), 140-149, 2016",2016,0,"Jurnal Ilmiah Mandala Education 2 (2), 140-149, 2016"
5040,Unlocking the Power of Language,https://scholar.google.com/scholar?q=+intitle:'Unlocking the Power of Language',WA Rahayu,2023,0,
5040,TINJAUAN YURIDIS TERHADAP PENGGUNAAN PESAWAT TANPA AWAK (UNMANNED DRONES) MENURUT HUKUM HUMANITER INTERNASIONAL,https://scholar.google.com/scholar?q=+intitle:'TINJAUAN YURIDIS TERHADAP PENGGUNAAN PESAWAT TANPA AWAK (UNMANNED DRONES) MENURUT HUKUM HUMANITER INTERNASIONAL',"Y WIDYATMIKO, KPDAN KEBUDAYAAN",0000,0,
5040,IDENTIFIKASI DAN PELAPORAN BIAYA KUALITAS SERTA MANFAATNYA DALAM PENGENDALIAN BIAYA PADA CV. MAGGAR SARI DI JEPARA,https://scholar.google.com/scholar?q=+intitle:'IDENTIFIKASI DAN PELAPORAN BIAYA KUALITAS SERTA MANFAATNYA DALAM PENGENDALIAN BIAYA PADA CV. MAGGAR SARI DI JEPARA',"D Widyastuti
UNIVERSITAS AIRLANGGA, 2002",2002,0,"UNIVERSITAS AIRLANGGA, 2002"
5040,Cooperative Learning Effectiveness to Teach Speaking: Jigsaw Versus Think-Pair-Share (TPS) in Terms Of Students’ Motivation (An Experimental Research at SMAN 3 Bangkalan in the …,https://scholar.google.com/scholar?q=+intitle:'Cooperative Learning Effectiveness to Teach Speaking: Jigsaw Versus Think-Pair-Share (TPS) in Terms Of Students’ Motivation (An Experimental Research at SMAN 3 Bangkalan in the …',"MY Aditya
UNS (Sebelas Maret University), 2016",2016,0,"UNS (Sebelas Maret University), 2016"
5041,Standar Beton Prategang,https://scholar.google.com/scholar?q=+intitle:'Standar Beton Prategang',HN Nurjaman,0000,0,
5041,MEDIA CARD FOR ANTICORRUPTION LEARNING ON THE SUBJECT PKn (Pendidikan Kewarganegaraan) IN JUNIOR HIGH SCHOOL,https://scholar.google.com/scholar?q=+intitle:'MEDIA CARD FOR ANTICORRUPTION LEARNING ON THE SUBJECT PKn (Pendidikan Kewarganegaraan) IN JUNIOR HIGH SCHOOL',"L Lu'mu
INTERNATIONAL CONFERENCE ADRI-5, 247-256, 2017",2017,0,"INTERNATIONAL CONFERENCE ADRI-5, 247-256, 2017"
5041,Nine Channels Temperature Data Logger Design for Dry Sterilizer Calibration,https://scholar.google.com/scholar?q=+intitle:'Nine Channels Temperature Data Logger Design for Dry Sterilizer Calibration',"S Syaifudin, D Titisari, T Kumar
Jurnal Teknokes 15 (2), 88-95, 2022",2022,1,"Jurnal Teknokes 15 (2), 88-95, 2022"
5041,PENGARUH PROMOSI & PELAYANAN ONLINE FOOD DELIVERY TERHADAP KEPUTUSAN PEMBELIAN DI TORE JAPANESE EATERY BATAM,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PROMOSI & PELAYANAN ONLINE FOOD DELIVERY TERHADAP KEPUTUSAN PEMBELIAN DI TORE JAPANESE EATERY BATAM',"K Sari, H Nuryanto
JURNAL MENATA 1 (2), 53-58, 2022",2022,0,"JURNAL MENATA 1 (2), 53-58, 2022"
5041,Dokumen Pengajaran Design Thinking AM23R Semester Genap TA 2023/2024,https://scholar.google.com/scholar?q=+intitle:'Dokumen Pengajaran Design Thinking AM23R Semester Genap TA 2023/2024',"M Andriani
STIE Indonesia Banking School, 0",0000,0,"STIE Indonesia Banking School, 0"
5041,LAPORAN PELAKSANAAN KULIAH KERJA NYATA ALTERNATIF UNIVERSITAS AHMAD DAHLAN PERIODE 61 TAHUN AKADEMIK 2018/2019,https://scholar.google.com/scholar?q=+intitle:'LAPORAN PELAKSANAAN KULIAH KERJA NYATA ALTERNATIF UNIVERSITAS AHMAD DAHLAN PERIODE 61 TAHUN AKADEMIK 2018/2019',"A Nugraha, M Malik Ibrahim, I Nurcahyanti, F Ardiyanti, SE Kusumasari, ...",2019,0,
5041,Pengantar E-Learning,https://scholar.google.com/scholar?q=+intitle:'Pengantar E-Learning',"A Iskandar, H Subakti, JH Moedjahedy, N Suleman, JS Lumbanbatu, ...
Yayasan Kita Menulis, 2023",2023,20,"Yayasan Kita Menulis, 2023"
5041,Metode DakwahCet,https://scholar.google.com/scholar?q=+intitle:'Metode DakwahCet',"M Suparta, H Hifni
Ke-3, Jakarta: Kencana, 2009",2009,8,"Ke-3, Jakarta: Kencana, 2009"
5041,Prosedur Pemungutan PPH Pasal 22 Atas Pengadaan Barang pada Badan Penanggulangan Bencana Daerah Kabupaten Jember,https://scholar.google.com/scholar?q=+intitle:'Prosedur Pemungutan PPH Pasal 22 Atas Pengadaan Barang pada Badan Penanggulangan Bencana Daerah Kabupaten Jember',L IZZA,0000,0,
5041,Pengaruh Pemangkasan Tajuk Terhadap Produktivitas dan Mutu Buah Jeruk Keprok Pulung (Effect of Pruning Canopy on Productivity and Fruit Quality of Mandarin cv Pulung),https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemangkasan Tajuk Terhadap Produktivitas dan Mutu Buah Jeruk Keprok Pulung (Effect of Pruning Canopy on Productivity and Fruit Quality of Mandarin cv Pulung)',"A Sugiyatno, B Al Fanshuri
Jurnal Hortikultura 29 (2), 199-208",2020,0,"Jurnal Hortikultura 29 (2), 199-208"
5042,"Factors Associated with Diarrhea in Noebeba, Middle South Timor, East Nusa Tenggara","https://scholar.google.com/scholar?q=+intitle:'Factors Associated with Diarrhea in Noebeba, Middle South Timor, East Nusa Tenggara'","DU Pati, P Weraman, H Rarindo
4th International Conference on Public Health 2018, 53-53, 0",0000,0,"4th International Conference on Public Health 2018, 53-53, 0"
5042,Penataan Taman Rumah Tinggal yang Fungsional dan Estetis,https://scholar.google.com/scholar?q=+intitle:'Penataan Taman Rumah Tinggal yang Fungsional dan Estetis',"S Yuslim
Jurnal Arsitektur AGORA 13 (1), 1 - 9, 2013",2013,0,"Jurnal Arsitektur AGORA 13 (1), 1 - 9, 2013"
5042,MARKETING COMMUNICATION STRATEGY OF HALAL TOURISM AROUND GUS DURâ€™ S CEMETERY IN JOMBANG,https://scholar.google.com/scholar?q=+intitle:'MARKETING COMMUNICATION STRATEGY OF HALAL TOURISM AROUND GUS DURâ€™ S CEMETERY IN JOMBANG',"A Rohimah, MI Romadhan
INJECT (Interdisciplinary Journal of Communication) 4 (1), 1-14",2019,0,"INJECT (Interdisciplinary Journal of Communication) 4 (1), 1-14"
5042,Pengaruh Perilaku Kepemimpinan Kepala Sekolah Terhadap Motivasi Mengajar Guru di SMA Negeri 18 Gowa,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Perilaku Kepemimpinan Kepala Sekolah Terhadap Motivasi Mengajar Guru di SMA Negeri 18 Gowa',"H Herawati
Universitas Islam Negeri Alauddin Makassar",2020,0,Universitas Islam Negeri Alauddin Makassar
5042,"the Effect of Service Quality and Satisfaction on Loyalty in Members of ‘Kspps Bmt Mandiri Sejahtera Jawa Timur,’","https://scholar.google.com/scholar?q=+intitle:'the Effect of Service Quality and Satisfaction on Loyalty in Members of ‘Kspps Bmt Mandiri Sejahtera Jawa Timur,’'","FD Krismonicha, A Prasetyo
J. Ekon. Syariah Teor. dan Terap 8 (5), 2021",2021,2,"J. Ekon. Syariah Teor. dan Terap 8 (5), 2021"
5042,Implementasi Hedging Pada Bursa Komoditi Emas Di Indonesia Bersdasarkan Perspektif Ekonomi Syariah,https://scholar.google.com/scholar?q=+intitle:'Implementasi Hedging Pada Bursa Komoditi Emas Di Indonesia Bersdasarkan Perspektif Ekonomi Syariah',"S Bahri
Jakarta: Fakultas Ekonomi dan Bisnis UIN Syarif Hidayatullah Jakarta",0000,0,Jakarta: Fakultas Ekonomi dan Bisnis UIN Syarif Hidayatullah Jakarta
5042,Evaluasi kurikulum,https://scholar.google.com/scholar?q=+intitle:'Evaluasi kurikulum',"B Kartowagiran
Jurnal Penelitian Dan Evaluasi Pendidikan 19 (1), 1-9, 2010",2010,21,"Jurnal Penelitian Dan Evaluasi Pendidikan 19 (1), 1-9, 2010"
5042,Penerimaan Panelis Dan Analisis USAha Es Krim Soyghurtyang Mengandung Lactobacillus Acidophilus Terenkapsulasi,https://scholar.google.com/scholar?q=+intitle:'Penerimaan Panelis Dan Analisis USAha Es Krim Soyghurtyang Mengandung Lactobacillus Acidophilus Terenkapsulasi',"M Perdana, R Efendi, J Yusri
Jurnal Online Mahasiswa Fakultas Pertanian Universitas Riau 2 (2), 1-15, 0",0000,1,"Jurnal Online Mahasiswa Fakultas Pertanian Universitas Riau 2 (2), 1-15, 0"
5042,Perlindungan Hukum Terhadap Pemegang Saham Minoritas Dalam Undang-Undang Perseroan Terbatas Dalam Kaitannnya Dengan Pelaksanaan Prinsip Good Corporate Governance: Studi Atas …,https://scholar.google.com/scholar?q=+intitle:'Perlindungan Hukum Terhadap Pemegang Saham Minoritas Dalam Undang-Undang Perseroan Terbatas Dalam Kaitannnya Dengan Pelaksanaan Prinsip Good Corporate Governance: Studi Atas …',"S Sardjono, B Nadadap, B Nainggolan
to-ra, 170-182, 2021",2021,4,"to-ra, 170-182, 2021"
5042,Sociocultural meaning of Mudik on NU online website,https://scholar.google.com/scholar?q=+intitle:'Sociocultural meaning of Mudik on NU online website',"MF Yusuf, A Samingan, MC Huda
Islamic Quarterly 64 (4), 485-506, 2020",2020,1,"Islamic Quarterly 64 (4), 485-506, 2020"
5043,Pengembangan Seni Anak Usia Dini Berbasis Pembelajaran Sentra di Masa New Normal,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Seni Anak Usia Dini Berbasis Pembelajaran Sentra di Masa New Normal',"N Nurfaizah, N Na'imah
Indonesian Journal of Early Childhood: Jurnal Dunia Anak Usia Dini 3 (2 …, 2021",2021,8,"Indonesian Journal of Early Childhood: Jurnal Dunia Anak Usia Dini 3 (2 …, 2021"
5043,Penerapan Metode Pembelajaran Montessori Untuk Meningkatkan Keterampilan Membaca Siswa Kelas 1 SD Negeri Tanjungsari II,https://scholar.google.com/scholar?q=+intitle:'Penerapan Metode Pembelajaran Montessori Untuk Meningkatkan Keterampilan Membaca Siswa Kelas 1 SD Negeri Tanjungsari II',"N Andriani, M Darmini, H Widiawati
ULIL ALBAB: Jurnal Ilmiah Multidisiplin 3 (8), 782-791, 2024",2024,0,"ULIL ALBAB: Jurnal Ilmiah Multidisiplin 3 (8), 782-791, 2024"
5043,Revitalization of Minahasan Culture Through Vocabulary of Traditional Food Names in the Context of Developing Culinary Tourism in North Sulawesi Province,https://scholar.google.com/scholar?q=+intitle:'Revitalization of Minahasan Culture Through Vocabulary of Traditional Food Names in the Context of Developing Culinary Tourism in North Sulawesi Province',"RP Pamantung, VCG Katuuk, JK Modjo
Jurnal Ilmiah Global Education 4 (1), 20-27, 2023",2023,2,"Jurnal Ilmiah Global Education 4 (1), 20-27, 2023"
5043,Penerapan Pendekatan Design Thinking Dalam Rancangan Ide Bisnis Kalografi,https://scholar.google.com/scholar?q=+intitle:'Penerapan Pendekatan Design Thinking Dalam Rancangan Ide Bisnis Kalografi',"AC Widodo
Universitas Islam Indonesia, 2021",2021,46,"Universitas Islam Indonesia, 2021"
5043,Menejemen Fisioterapi Dengan Terapi Latihan Pada Kasus Pasca Operasi Posterior Crutiate Ligamen Setelah Immobilisasi Selama 1 Bulan,https://scholar.google.com/scholar?q=+intitle:'Menejemen Fisioterapi Dengan Terapi Latihan Pada Kasus Pasca Operasi Posterior Crutiate Ligamen Setelah Immobilisasi Selama 1 Bulan',"WK Yuda, A Widodo, D Zhena
SEMINAR NASIONAL LPPM UMMAT 2, 2023",2023,0,"SEMINAR NASIONAL LPPM UMMAT 2, 2023"
5043,Green Supply Chain Management Performance in Timber Companies,https://scholar.google.com/scholar?q=+intitle:'Green Supply Chain Management Performance in Timber Companies',"E Ermawati, RB Sulistyan
Jurnal Ilmu Manajemen Advantage Volume 4 (2), 56, 2020",2020,0,"Jurnal Ilmu Manajemen Advantage Volume 4 (2), 56, 2020"
5043,PENERAPAN PENGENDALIAN INTERNAL ATAS PIUTANG PADA PT. DAYA MATAHARI UTAMA,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN PENGENDALIAN INTERNAL ATAS PIUTANG PADA PT. DAYA MATAHARI UTAMA',"Z Abidin, M Suhardiyah
Journal of Sustainability Bussiness Research (JSBR) 2 (1), 524-531, 2021",2021,0,"Journal of Sustainability Bussiness Research (JSBR) 2 (1), 524-531, 2021"
5043,"Pengaturan Pasar Tradisional, Pusat Permbelajaan Dan Toko Modern Dalam Mewujudkan Persaingan Usaha Yang Sehat","https://scholar.google.com/scholar?q=+intitle:'Pengaturan Pasar Tradisional, Pusat Permbelajaan Dan Toko Modern Dalam Mewujudkan Persaingan Usaha Yang Sehat'","S Hariati
Jurnal Kompilasi Hukum 8 (2), 2023",2023,0,"Jurnal Kompilasi Hukum 8 (2), 2023"
5043,Traditional environmental knowledge and community perceptions in sustaining the forest environment: case study of Minahasa ethnic community in the surrounding of Lake Tondano …,https://scholar.google.com/scholar?q=+intitle:'Traditional environmental knowledge and community perceptions in sustaining the forest environment: case study of Minahasa ethnic community in the surrounding of Lake Tondano …',"C Wuisang, D Jones
IUAES/AAS/ASAANZ: Proceedings of the 1st International Union of …",2011,0,IUAES/AAS/ASAANZ: Proceedings of the 1st International Union of …
5043,Pengembangan Media Animasi Berbasis Multipel Representasi Materi Kelarutan Dan Hasil Kali Kelarutan,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Media Animasi Berbasis Multipel Representasi Materi Kelarutan Dan Hasil Kali Kelarutan',"MZ Arifin, N Kadaritna, I Rosilawati
Jurnal FKIP Unila. ac. id, 1-12, 2014",2014,6,"Jurnal FKIP Unila. ac. id, 1-12, 2014"
5044,The Influence of Welding and Plate I Practice Learning Outcomes on the Entrepreneurial Interest of Students,https://scholar.google.com/scholar?q=+intitle:'The Influence of Welding and Plate I Practice Learning Outcomes on the Entrepreneurial Interest of Students',"HN Djuanda, M Asmin",0000,0,
5044,"ANALISIS MIKRONUTRIEN DALAM DAGING, LIMPA, DAN HATI SAPI MENGGUNAKAN AAN","https://scholar.google.com/scholar?q=+intitle:'ANALISIS MIKRONUTRIEN DALAM DAGING, LIMPA, DAN HATI SAPI MENGGUNAKAN AAN'","N Adventini, DDL Muhayatun, WYN Syahfitri",0000,0,
5044,Telaah Laboratorium Maya Berdasarkan Model Sains Kuhnian dan Implikasinya dalam Pembelajaran Fisika,https://scholar.google.com/scholar?q=+intitle:'Telaah Laboratorium Maya Berdasarkan Model Sains Kuhnian dan Implikasinya dalam Pembelajaran Fisika',"R Resmiyanto
Disajikan pada Seminar Nasional Kecenderungan Baru Fisika dan Pendidikannya, 2008",2008,5,"Disajikan pada Seminar Nasional Kecenderungan Baru Fisika dan Pendidikannya, 2008"
5044,Politik Luar Negeri Indonesia Masa Transisi Pemerintahan Orde Lama Pemerintahan Orde Baru Tahun 1965-1973,https://scholar.google.com/scholar?q=+intitle:'Politik Luar Negeri Indonesia Masa Transisi Pemerintahan Orde Lama Pemerintahan Orde Baru Tahun 1965-1973',"MZ Arifin, J Jumadi, N Najamuddin
PATTINGALLOANG 5 (3), 101-111, 2008",2008,2,"PATTINGALLOANG 5 (3), 101-111, 2008"
5044,Needs Analysis of Problem Solving Based Learning Video Development to Train Students' Concept Understanding,https://scholar.google.com/scholar?q=+intitle:'Needs Analysis of Problem Solving Based Learning Video Development to Train Students' Concept Understanding',"Y Lestari, M Rahmad, Z Zulfarina
Jurnal Pendidikan Sains Universitas Muhammadiyah Semarang 9 (1), 81-90, 2021",2021,7,"Jurnal Pendidikan Sains Universitas Muhammadiyah Semarang 9 (1), 81-90, 2021"
5044,"The effects of isoflavone-riched soybean flour, Zinc (Zn) and vitamin E on fertility of male rats as animal model","https://scholar.google.com/scholar?q=+intitle:'The effects of isoflavone-riched soybean flour, Zinc (Zn) and vitamin E on fertility of male rats as animal model'","S Astuti
IPB (Bogor Agricultural University)",0000,0,IPB (Bogor Agricultural University)
5044,PENGEMBANGAN MEDIA PEMBELAJARAN MICROSOFT OFFICE WORD 2016 MENGGUNAKAN SMART APP CREATOR (ANDROID),https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN MEDIA PEMBELAJARAN MICROSOFT OFFICE WORD 2016 MENGGUNAKAN SMART APP CREATOR (ANDROID)',"W Sujatmiko, A Tomi, MAS Riyadi, IFA Ghofur
JUTECH: Journal Education and Technology 2 (2), 16-26, 2021",2021,1,"JUTECH: Journal Education and Technology 2 (2), 16-26, 2021"
5044,"Proses Pengilingan, Suhu, Ekstraksi dan Jenis Kopi Pada Karakteristik Cold Brew Coffee","https://scholar.google.com/scholar?q=+intitle:'Proses Pengilingan, Suhu, Ekstraksi dan Jenis Kopi Pada Karakteristik Cold Brew Coffee'","S Khoirunisa, Ridwan Iskandar
JURNAL PARIWISATA VOKASI 2 (2), 47-55, 2022",2022,3,"JURNAL PARIWISATA VOKASI 2 (2), 47-55, 2022"
5044,Rancang Bangun Media Pembelajaran Gambar Teknik Untuk Meningkatkan Pemahaman Mahasiswa Dalam Belajar Gambar Teknik Mesin,https://scholar.google.com/scholar?q=+intitle:'Rancang Bangun Media Pembelajaran Gambar Teknik Untuk Meningkatkan Pemahaman Mahasiswa Dalam Belajar Gambar Teknik Mesin',"A Sunding, U Ridhani
SEMINAR NASIONAL POLTEK ATI MAKASSAR, 2016",2016,0,"SEMINAR NASIONAL POLTEK ATI MAKASSAR, 2016"
5044,Strategi pengembangan kelembagaan dan koperasi melalui sistem demokrasi di Indonesia,https://scholar.google.com/scholar?q=+intitle:'Strategi pengembangan kelembagaan dan koperasi melalui sistem demokrasi di Indonesia',"D Retnowati
Seminar Nasional Informatika (SEMNASIF) 1 (6), 2015",2015,16,"Seminar Nasional Informatika (SEMNASIF) 1 (6), 2015"
5045,"QUARTERLY OUTLOOK ON MONETARY, BANKING, AND PAYMENT SYSTEM IN INDONESIA: QUARTER III, 2014","https://scholar.google.com/scholar?q=+intitle:'QUARTERLY OUTLOOK ON MONETARY, BANKING, AND PAYMENT SYSTEM IN INDONESIA: QUARTER III, 2014'","TMA Machmud, S Perdymer, M Anwar
BULLETIN of moNETary EcoNomIcs aNd BaNkINg 19 (2), 103",2016,0,"BULLETIN of moNETary EcoNomIcs aNd BaNkINg 19 (2), 103"
5045,Teacher efficacy in the implementation of inclusive education: A literature review,https://scholar.google.com/scholar?q=+intitle:'Teacher efficacy in the implementation of inclusive education: A literature review',"IF Kristiana
-, 2018",2018,20,"-, 2018"
5045,Spesies baru dan spesies rekam baru serangga kutu putih (Hemiptera: pseudococcidae) di Indonesia,https://scholar.google.com/scholar?q=+intitle:'Spesies baru dan spesies rekam baru serangga kutu putih (Hemiptera: pseudococcidae) di Indonesia',"A Zarkani, D Apriyanto, A Fauzi, HAA Reonaldi, MB Kaydan, ...
UNIB Press Bengkulu 1, 150, 2024",2024,0,"UNIB Press Bengkulu 1, 150, 2024"
5045,Pengendalian Perkawinan Dini (Child Marriage) Melalui Pengembangan Modul Pendidikan Penyadaran Hukum: Studi Kasus pada Masyarakat Subkultur Madura d...,https://scholar.google.com/scholar?q=+intitle:'Pengendalian Perkawinan Dini (Child Marriage) Melalui Pengembangan Modul Pendidikan Penyadaran Hukum: Studi Kasus pada Masyarakat Subkultur Madura d...',"Y Hanafi
PALASTREN Jurnal Studi Gender 8 (2), 399-422",2016,1,"PALASTREN Jurnal Studi Gender 8 (2), 399-422"
5045,"ANALISIS PENGARUH JUMLAH TENAGA KERJA, INVESTASI DAN INFLASI TERHADAP PERTUMBUHAN EKONOMI DI PROVINSI SUMATERA BARAT","https://scholar.google.com/scholar?q=+intitle:'ANALISIS PENGARUH JUMLAH TENAGA KERJA, INVESTASI DAN INFLASI TERHADAP PERTUMBUHAN EKONOMI DI PROVINSI SUMATERA BARAT'","S Arlini, A Antoni, N Huda
Abstract of Undergraduate Research, Faculty of Economics, Bung Hatta …, 2013",2013,1,"Abstract of Undergraduate Research, Faculty of Economics, Bung Hatta …, 2013"
5045,Protection of Local Products Through the Law of Geographical Indication,https://scholar.google.com/scholar?q=+intitle:'Protection of Local Products Through the Law of Geographical Indication',"RAG Nugrahani
2nd International Conference on Business Law and Local Wisdom in Tourism …, 2021",2021,1,"2nd International Conference on Business Law and Local Wisdom in Tourism …, 2021"
5045,PENGARUH MOTIVASI DAN KOMPENSASI TERHADAP KINERJA KARYAWAN (STUDI KASUS PADA PT. UNITED INDO SURABAYA,https://scholar.google.com/scholar?q=+intitle:'PENGARUH MOTIVASI DAN KOMPENSASI TERHADAP KINERJA KARYAWAN (STUDI KASUS PADA PT. UNITED INDO SURABAYA',"MBT Alamsyah, E Setyowati
JHP17: Jurnal Hasil Penelitian 4 (01)",2019,7,JHP17: Jurnal Hasil Penelitian 4 (01)
5045,pengembangan usaha ikan patin di desa batu belah kecamatan kampar Riau,https://scholar.google.com/scholar?q=+intitle:'pengembangan usaha ikan patin di desa batu belah kecamatan kampar Riau',"M Nurman, AT Hendarini, N Afrinis
Proceeding of Community Development 2, 106-110, 2018",2018,7,"Proceeding of Community Development 2, 106-110, 2018"
5045,Peningkatkan Keterampilan Menulis Karangan Sederhana melalui Media Komik,https://scholar.google.com/scholar?q=+intitle:'Peningkatkan Keterampilan Menulis Karangan Sederhana melalui Media Komik',"L Damayanti, SA Asri, S Ayuningrum
Prosiding Seminar Nasional Pendidikan STKIP Kusuma Negara III, 704-713, 2021",2021,5,"Prosiding Seminar Nasional Pendidikan STKIP Kusuma Negara III, 704-713, 2021"
5045,Pengaruh Akreditasi Sekolah dan Persepsi Guru mengenai Supervisi Kepala Sekolah Terhadap Prestasi Belajar Siswa.,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Akreditasi Sekolah dan Persepsi Guru mengenai Supervisi Kepala Sekolah Terhadap Prestasi Belajar Siswa.',"SUN Barokah
Universitas Negeri Semarang",2005,1,Universitas Negeri Semarang
